E,mu,t,id_machine,id_specimen,id_measurement
9731.444523581782,0.3212870940963308,0.25,D,64,g
9874.682769563971,0.31880921261421424,0.25,D,65,g
10049.201814076332,0.3272181163763016,0.25,D,66,g
9388.242223621886,0.32037080759136677,0.25,D,67,g
10109.188683325228,0.31540536749699916,0.25,D,68,g
10260.718018551695,0.31609382470763575,0.25,D,69,g
12165.685939293517,0.31592475375419976,0.125,D,70,g
12292.792400485494,0.32378745387901353,0.125,D,71,g
12363.258140651862,0.31799220089081087,0.125,D,72,g
12388.994349542978,0.32062753445279857,0.125,D,73,g
11749.98511770565,0.3233543303094283,0.125,D,74,g
11643.745090992585,0.32246923764615154,0.125,D,75,g
11375.433356484022,0.3238486927462377,0.125,D,76,g
11828.197734968264,0.32063824854900097,0.125,D,77,g
12728.29291077828,0.32787694839536424,0.125,D,78,g
12044.161636068065,0.3247047715273454,0.125,D,79,g
9944.106729706325,0.3251501160828673,0.25,E,80,g
9775.318337008706,0.31797268392211137,0.25,E,81,g
10293.748932632345,0.3196868323805625,0.25,E,82,g
10107.367858435095,0.3200741477791302,0.25,E,83,g
9892.962309923947,0.3219948344530305,0.25,E,84,g
10320.039875561872,0.3237117113121224,0.25,E,85,g
9918.879202508466,0.3208729150277885,0.25,E,86,g
9842.010831899108,0.3184836453354282,0.25,E,87,g
10284.696849318309,0.32364560881983717,0.25,E,88,g
10199.489024087967,0.32157372213902363,0.25,E,89,g
12268.834919452802,0.3192336881697961,0.125,E,90,g
12036.572026393944,0.3171175062651697,0.125,E,91,g
11576.601408455695,0.310407644969651,0.125,E,92,g
11577.806979226249,0.32476501138030917,0.125,E,93,g
12310.64387679142,0.32445720738558526,0.125,E,94,g
12078.239042059731,0.3196178288086265,0.125,E,95,g
11933.70898728185,0.3190162504583393,0.125,E,96,g
12236.309035926932,0.32276440909061904,0.125,E,97,g
11596.95004478693,0.32195638149390704,0.125,E,98,g
10884.109840431114,0.3212250496358192,0.125,E,99,g
10201.964224081425,0.3173096212149948,0.25,F,100,g
9934.865999438916,0.31332934588247263,0.25,F,101,g
10261.331603860068,0.3201891017192882,0.25,F,102,g
10168.215477236097,0.31938554697633287,0.25,F,103,g
10118.363601414094,0.3195531469191252,0.25,F,104,g
10688.780900588059,0.3221703715921219,0.25,F,105,g
10230.734858144393,0.3196819805965594,0.25,F,106,g
9652.727149219027,0.3209869270335214,0.25,F,107,g
10161.178822665745,0.31958810898602397,0.25,F,108,g
10112.225151442251,0.3219759746240263,0.25,F,109,g
11392.130686650893,0.3208706070442955,0.125,F,110,g
12364.778823604747,0.3128040999458513,0.125,F,111,g
12267.935168536362,0.325403969390842,0.125,F,112,g
11538.337873324983,0.3195631760172955,0.125,F,113,g
11835.736283134549,0.32096882937351395,0.125,F,114,g
12119.70525221608,0.3191357078807896,0.125,F,115,g
11347.840971824853,0.32073010845446726,0.125,F,116,g
11414.0922892629,0.3259407230750554,0.125,F,117,g
12511.786622831947,0.3162387269798415,0.125,F,118,g
12127.938199900864,0.3241861055198856,0.125,F,119,g
10821.349581127373,0.32055430302228105,0.25,A,0,h
9048.063816371481,0.3169644248375435,0.25,A,1,h
10991.4838860055,0.32310183456681374,0.25,A,2,h
8382.609091782397,0.3239957600821089,0.25,A,3,h
12108.596825030005,0.3171865241389247,0.25,A,4,h
11497.234773053753,0.31877176720421957,0.25,A,5,h
11246.032694810674,0.3225258630919349,0.25,A,6,h
9191.31709069125,0.31765313119597105,0.25,A,7,h
10715.339361325614,0.32082517819230305,0.25,A,8,h
10501.914802580397,0.3180888135344677,0.25,A,9,h
12141.37035620952,0.32012738928398243,0.125,A,10,h
11054.382281244667,0.3165153836071559,0.125,A,11,h
12778.182453717107,0.32818691969112856,0.125,A,12,h
10927.9949095279,0.320620739088044,0.125,A,13,h
13067.649775364735,0.3203213608739221,0.125,A,14,h
12002.609185259987,0.3227807679438613,0.125,A,15,h
11945.32878367918,0.3188153867139873,0.125,A,16,h
12682.888038888308,0.31869845689373655,0.125,A,17,h
13300.821753882019,0.3230552600122319,0.125,A,18,h
10530.598742291942,0.32456617262912574,0.125,A,19,h
10618.619479017643,0.31596024346948537,0.25,B,20,h
9129.209570040373,0.3239410427511865,0.25,B,21,h
10582.966412370304,0.3180824723505122,0.25,B,22,h
11213.6604945363,0.3168732944059372,0.25,B,23,h
10747.69222453633,0.3198848276410353,0.25,B,24,h
8689.6264031276,0.3201569616746055,0.25,B,25,h
9199.979906481149,0.3175646860673498,0.25,B,26,h
10308.62888395537,0.31625317345585213,0.25,B,27,h
9117.546122313648,0.3165173993849967,0.25,B,28,h
10266.696724836038,0.317047534331247,0.25,B,29,h
9480.639781343045,0.32372707829834785,0.125,B,30,h
13007.469810365066,0.3198088510416801,0.125,B,31,h
12090.333255432597,0.3211098025766725,0.125,B,32,h
11195.630517094902,0.31620776567977754,0.125,B,33,h
11659.922970327307,0.3211129674343139,0.125,B,34,h
13177.767642005463,0.3213970298312094,0.125,B,35,h
12583.169975159444,0.3193759260398584,0.125,B,36,h
12437.272605896638,0.3174047773944629,0.125,B,37,h
12522.745239680784,0.3202219060589001,0.125,B,38,h
12167.3572763085,0.3157944819397873,0.125,B,39,h
10639.677979647791,0.3215494541825891,0.25,C,40,h
9743.879841261587,0.3199588695075265,0.25,C,41,h
9698.004874059347,0.31734208884710324,0.25,C,42,h
10318.067713866627,0.3176039913471589,0.25,C,43,h
10332.506879442124,0.32418548760488314,0.25,C,44,h
9793.355731714626,0.3208557483054827,0.25,C,45,h
10806.319276753813,0.31899077088548916,0.25,C,46,h
10313.546147129706,0.32321151708538126,0.25,C,47,h
9102.10256459631,0.32039982791079374,0.25,C,48,h
11066.338279450474,0.3214417211729414,0.25,C,49,h
13713.715850508122,0.3186882735224853,0.125,C,50,h
13217.827829909787,0.31772982784473053,0.125,C,51,h
12243.549055620655,0.3182047634691746,0.125,C,52,h
12053.838785354237,0.3163901602140395,0.125,C,53,h
13332.752202362084,0.318765774021024,0.125,C,54,h
12755.740531685791,0.3243819496836812,0.125,C,55,h
12196.880623892968,0.3190792734645313,0.125,C,56,h
14338.083048944778,0.3220144745209765,0.125,C,57,h
13670.54716598785,0.3229731499468994,0.125,C,58,h
11938.343142886668,0.3191305933322266,0.125,C,59,h
9158.245315743876,0.3217840661142969,0.25,D,60,h
7644.897044613379,0.3189124713360611,0.25,D,61,h
9974.494819320067,0.31881003043010003,0.25,D,62,h
10471.119000843279,0.32124866129122454,0.25,D,63,h
9689.997366054593,0.3212870940963308,0.25,D,64,h
9457.658905753507,0.31880921261421424,0.25,D,65,h
9597.002264238296,0.3272181163763016,0.25,D,66,h
9305.076990041931,0.32037080759136677,0.25,D,67,h
11380.814687947137,0.31540536749699916,0.25,D,68,h
8663.81519755046,0.31609382470763575,0.25,D,69,h
11588.58174575701,0.31592475375419976,0.125,D,70,h
10135.744338167297,0.32378745387901353,0.125,D,71,h
12244.577719710525,0.31799220089081087,0.125,D,72,h
13101.214793567433,0.32062753445279857,0.125,D,73,h
12657.400712715471,0.3233543303094283,0.125,D,74,h
12850.770581078525,0.32246923764615154,0.125,D,75,h
11120.729939667639,0.3238486927462377,0.125,D,76,h
11840.857309059515,0.32063824854900097,0.125,D,77,h
13233.554854525932,0.32787694839536424,0.125,D,78,h
12000.71137443097,0.3247047715273454,0.125,D,79,h
9668.281857923022,0.3251501160828673,0.25,E,80,h
10443.026237505042,0.31797268392211137,0.25,E,81,h
11062.900898553326,0.3196868323805625,0.25,E,82,h
8854.028706221423,0.3200741477791302,0.25,E,83,h
10089.73313846896,0.3219948344530305,0.25,E,84,h
9928.719033441392,0.3237117113121224,0.25,E,85,h
9457.197262872203,0.3208729150277885,0.25,E,86,h
10618.554099852185,0.3184836453354282,0.25,E,87,h
9939.456340497458,0.32364560881983717,0.25,E,88,h
11933.632651094078,0.32157372213902363,0.25,E,89,h
12883.753827194745,0.3192336881697961,0.125,E,90,h
11805.40721883488,0.3171175062651697,0.125,E,91,h
13594.820777014964,0.310407644969651,0.125,E,92,h
11140.829142261617,0.32476501138030917,0.125,E,93,h
11032.462157900143,0.32445720738558526,0.125,E,94,h
10726.533389497543,0.3196178288086265,0.125,E,95,h
12819.058947148093,0.3190162504583393,0.125,E,96,h
12612.971244987639,0.32276440909061904,0.125,E,97,h
12055.791175797534,0.32195638149390704,0.125,E,98,h
11712.036765959398,0.3212250496358192,0.125,E,99,h
10518.05588573535,0.3173096212149948,0.25,F,100,h
8945.84454513848,0.31332934588247263,0.25,F,101,h
10141.934612633198,0.3201891017192882,0.25,F,102,h
9674.489957525342,0.31938554697633287,0.25,F,103,h
9770.513616777534,0.3195531469191252,0.25,F,104,h
10813.987571745756,0.3221703715921219,0.25,F,105,h
8639.62038878219,0.3196819805965594,0.25,F,106,h
10797.110095429063,0.3209869270335214,0.25,F,107,h
10361.707767922346,0.31958810898602397,0.25,F,108,h
9897.638170485756,0.3219759746240263,0.25,F,109,h
13699.562168074077,0.3208706070442955,0.125,F,110,h
11961.10119343957,0.3128040999458513,0.125,F,111,h
11745.879327249111,0.325403969390842,0.125,F,112,h
13204.737940889161,0.3195631760172955,0.125,F,113,h
11766.02342608953,0.32096882937351395,0.125,F,114,h
12112.86537072544,0.3191357078807896,0.125,F,115,h
10005.527660791962,0.32073010845446726,0.125,F,116,h
11826.327549672094,0.3259407230750554,0.125,F,117,h
11467.833769156872,0.3162387269798415,0.125,F,118,h
11886.230007666976,0.3241861055198856,0.125,F,119,h
9901.687644843238,0.32055430302228105,0.25,A,0,i
9241.666733322338,0.3169644248375435,0.25,A,1,i
10064.378563711907,0.32310183456681374,0.25,A,2,i
10146.641071704273,0.3239957600821089,0.25,A,3,i
10323.080930481974,0.3171865241389247,0.25,A,4,i
10301.19860942267,0.31877176720421957,0.25,A,5,i
9436.87336497937,0.3225258630919349,0.25,A,6,i
10490.423906840218,0.31765313119597105,0.25,A,7,i
9507.08389900223,0.32082517819230305,0.25,A,8,i
9956.278156247028,0.3180888135344677,0.25,A,9,i
12394.482788771742,0.32012738928398243,0.125,A,10,i
11057.323731951983,0.3165153836071559,0.125,A,11,i
11511.228300936345,0.32818691969112856,0.125,A,12,i
12011.590236056893,0.320620739088044,0.125,A,13,i
12561.703334083582,0.3203213608739221,0.125,A,14,i
12070.785932489332,0.3227807679438613,0.125,A,15,i
12049.679950336129,0.3188153867139873,0.125,A,16,i
12500.97925761027,0.31869845689373655,0.125,A,17,i
12429.665605246775,0.3230552600122319,0.125,A,18,i
11752.156211835143,0.32456617262912574,0.125,A,19,i
9682.219990290378,0.31596024346948537,0.25,B,20,i
10077.450694812831,0.3239410427511865,0.25,B,21,i
9730.52890795615,0.3180824723505122,0.25,B,22,i
10302.974917649439,0.3168732944059372,0.25,B,23,i
10494.932617111424,0.3198848276410353,0.25,B,24,i
10200.054499182823,0.3201569616746055,0.25,B,25,i
9198.588400438686,0.3175646860673498,0.25,B,26,i
10010.941923585482,0.31625317345585213,0.25,B,27,i
9870.528552418784,0.3165173993849967,0.25,B,28,i
9675.190675288966,0.317047534331247,0.25,B,29,i
12113.253796105682,0.32372707829834785,0.125,B,30,i
12648.884213733343,0.3198088510416801,0.125,B,31,i
11938.439030602998,0.3211098025766725,0.125,B,32,i
11628.56149906713,0.31620776567977754,0.125,B,33,i
11340.349527222756,0.3211129674343139,0.125,B,34,i
12318.215137623265,0.3213970298312094,0.125,B,35,i
12169.723633041065,0.3193759260398584,0.125,B,36,i
11778.582572455989,0.3174047773944629,0.125,B,37,i
12224.760292818308,0.3202219060589001,0.125,B,38,i
12131.568538497571,0.3157944819397873,0.125,B,39,i
10896.886903506245,0.3215494541825891,0.25,C,40,i
10813.369075814519,0.3199588695075265,0.25,C,41,i
11227.37157587158,0.31734208884710324,0.25,C,42,i
10513.404086290684,0.3176039913471589,0.25,C,43,i
10127.14383502302,0.32418548760488314,0.25,C,44,i
10347.082386084976,0.3208557483054827,0.25,C,45,i
10616.055968881066,0.31899077088548916,0.25,C,46,i
9798.268580165488,0.32321151708538126,0.25,C,47,i
10390.651544316386,0.32039982791079374,0.25,C,48,i
10749.023544910631,0.3214417211729414,0.25,C,49,i
13172.432485231073,0.3186882735224853,0.125,C,50,i
12467.245879540667,0.31772982784473053,0.125,C,51,i
13822.305966210715,0.3182047634691746,0.125,C,52,i
12108.46893295713,0.3163901602140395,0.125,C,53,i
13338.405994472192,0.318765774021024,0.125,C,54,i
12984.71431926735,0.3243819496836812,0.125,C,55,i
12667.779856171428,0.3190792734645313,0.125,C,56,i
13112.828033784863,0.3220144745209765,0.125,C,57,i
12500.179839979288,0.3229731499468994,0.125,C,58,i
13131.900745389015,0.3191305933322266,0.125,C,59,i
9616.428493899204,0.3217840661142969,0.25,D,60,i
9975.692883782664,0.3189124713360611,0.25,D,61,i
9789.014394286638,0.31881003043010003,0.25,D,62,i
9679.095121968585,0.32124866129122454,0.25,D,63,i
9792.312820108275,0.3212870940963308,0.25,D,64,i
9648.632329996884,0.31880921261421424,0.25,D,65,i
9959.22780719064,0.3272181163763016,0.25,D,66,i
8925.4394717528,0.32037080759136677,0.25,D,67,i
10132.874510881964,0.31540536749699916,0.25,D,68,i
10458.582810208552,0.31609382470763575,0.25,D,69,i
11973.747053813604,0.31592475375419976,0.125,D,70,i
11939.21817359462,0.32378745387901353,0.125,D,71,i
12130.472678987637,0.31799220089081087,0.125,D,72,i
12217.179509580492,0.32062753445279857,0.125,D,73,i
11432.40648187859,0.3233543303094283,0.125,D,74,i
12110.23500971473,0.32246923764615154,0.125,D,75,i
10981.191118281778,0.3238486927462377,0.125,D,76,i
11354.473550873958,0.32063824854900097,0.125,D,77,i
12224.579346347695,0.32787694839536424,0.125,D,78,i
11561.16358322014,0.3247047715273454,0.125,D,79,i
10224.887636138681,0.3251501160828673,0.25,E,80,i
10253.039038013178,0.31797268392211137,0.25,E,81,i
9800.89273765336,0.3196868323805625,0.25,E,82,i
10145.686629518974,0.3200741477791302,0.25,E,83,i
9795.351898934137,0.3219948344530305,0.25,E,84,i
10424.886782690071,0.3237117113121224,0.25,E,85,i
9981.488832173189,0.3208729150277885,0.25,E,86,i
9539.999935006212,0.3184836453354282,0.25,E,87,i
10259.859727040428,0.32364560881983717,0.25,E,88,i
10248.481128450992,0.32157372213902363,0.25,E,89,i
12560.119766920818,0.3192336881697961,0.125,E,90,i
11720.41121101448,0.3171175062651697,0.125,E,91,i
11714.751360995699,0.310407644969651,0.125,E,92,i
12015.167968510159,0.32476501138030917,0.125,E,93,i
12327.91199124567,0.32445720738558526,0.125,E,94,i
12237.6800084448,0.3196178288086265,0.125,E,95,i
11719.6985409566,0.3190162504583393,0.125,E,96,i
12236.381391332741,0.32276440909061904,0.125,E,97,i
11464.85440309098,0.32195638149390704,0.125,E,98,i
11521.191546383425,0.3212250496358192,0.125,E,99,i
9863.768746129836,0.3173096212149948,0.25,F,100,i
10217.927311924755,0.31332934588247263,0.25,F,101,i
9833.827579484032,0.3201891017192882,0.25,F,102,i
9720.875324619406,0.31938554697633287,0.25,F,103,i
9449.053569250511,0.3195531469191252,0.25,F,104,i
10543.81268889117,0.3221703715921219,0.25,F,105,i
9876.810898784097,0.3196819805965594,0.25,F,106,i
9239.020747377932,0.3209869270335214,0.25,F,107,i
10170.292877443508,0.31958810898602397,0.25,F,108,i
9950.259070753751,0.3219759746240263,0.25,F,109,i
11882.088294104957,0.3208706070442955,0.125,F,110,i
12593.159130781027,0.3128040999458513,0.125,F,111,i
12490.658885916338,0.325403969390842,0.125,F,112,i
11543.153643173033,0.3195631760172955,0.125,F,113,i
12196.9149415563,0.32096882937351395,0.125,F,114,i
11730.54727955938,0.3191357078807896,0.125,F,115,i
11709.716474109844,0.32073010845446726,0.125,F,116,i
11590.278101785943,0.3259407230750554,0.125,F,117,i
12655.324287732097,0.3162387269798415,0.125,F,118,i
12049.318719224604,0.3241861055198856,0.125,F,119,i
9995.044328004185,0.32055430302228105,0.25,A,0,j
9472.354527575537,0.3169644248375435,0.25,A,1,j
10124.613956710718,0.32310183456681374,0.25,A,2,j
9956.15775133184,0.3239957600821089,0.25,A,3,j
10109.869655658056,0.3171865241389247,0.25,A,4,j
10097.325127589578,0.31877176720421957,0.25,A,5,j
9863.930505793605,0.3225258630919349,0.25,A,6,j
10833.11123523689,0.31765313119597105,0.25,A,7,j
9459.402610570318,0.32082517819230305,0.25,A,8,j
9926.113153812743,0.3180888135344677,0.25,A,9,j
12741.062859325159,0.32012738928398243,0.125,A,10,j
11410.276788622394,0.3165153836071559,0.125,A,11,j
12077.403410749654,0.32818691969112856,0.125,A,12,j
12325.259486036908,0.320620739088044,0.125,A,13,j
12184.92794823274,0.3203213608739221,0.125,A,14,j
12437.143613812183,0.3227807679438613,0.125,A,15,j
11878.276277419061,0.3188153867139873,0.125,A,16,j
12602.962774558096,0.31869845689373655,0.125,A,17,j
12463.320471074432,0.3230552600122319,0.125,A,18,j
11902.281444745877,0.32456617262912574,0.125,A,19,j
10053.823339997762,0.31596024346948537,0.25,B,20,j
9808.5139991447,0.3239410427511865,0.25,B,21,j
9473.572664729392,0.3180824723505122,0.25,B,22,j
10192.968272757516,0.3168732944059372,0.25,B,23,j
10383.160478472257,0.3198848276410353,0.25,B,24,j
10624.85646970891,0.3201569616746055,0.25,B,25,j
9493.270872765761,0.3175646860673498,0.25,B,26,j
10309.562017861423,0.31625317345585213,0.25,B,27,j
10100.616603062072,0.3165173993849967,0.25,B,28,j
9352.022096770048,0.317047534331247,0.25,B,29,j
12230.300209443058,0.32372707829834785,0.125,B,30,j
12331.198071362556,0.3198088510416801,0.125,B,31,j
11919.360825791193,0.3211098025766725,0.125,B,32,j
11999.600185144684,0.31620776567977754,0.125,B,33,j
11501.915850645872,0.3211129674343139,0.125,B,34,j
12570.597128292784,0.3213970298312094,0.125,B,35,j
11955.114860922387,0.3193759260398584,0.125,B,36,j
12181.859833460374,0.3174047773944629,0.125,B,37,j
12070.086243199576,0.3202219060589001,0.125,B,38,j
12146.687478281274,0.3157944819397873,0.125,B,39,j
10795.675718297554,0.3215494541825891,0.25,C,40,j
11154.305260596726,0.3199588695075265,0.25,C,41,j
11423.792935552787,0.31734208884710324,0.25,C,42,j
10405.401122730764,0.3176039913471589,0.25,C,43,j
10035.420043137317,0.32418548760488314,0.25,C,44,j
10194.07344551191,0.3208557483054827,0.25,C,45,j
10686.062707615989,0.31899077088548916,0.25,C,46,j
9838.250700514722,0.32321151708538126,0.25,C,47,j
10709.02280917278,0.32039982791079374,0.25,C,48,j
10917.220628561658,0.3214417211729414,0.25,C,49,j
12829.679006712673,0.3186882735224853,0.125,C,50,j
12620.236469957657,0.31772982784473053,0.125,C,51,j
13413.822411127403,0.3182047634691746,0.125,C,52,j
12408.654089257498,0.3163901602140395,0.125,C,53,j
13349.359507548921,0.318765774021024,0.125,C,54,j
13380.006328550928,0.3243819496836812,0.125,C,55,j
13116.533487765813,0.3190792734645313,0.125,C,56,j
13277.671782528665,0.3220144745209765,0.125,C,57,j
12367.215413520042,0.3229731499468994,0.125,C,58,j
13059.75094865715,0.3191305933322266,0.125,C,59,j
9736.07024200003,0.3217840661142969,0.25,D,60,j
10263.781353540344,0.3189124713360611,0.25,D,61,j
10116.0724730103,0.31881003043010003,0.25,D,62,j
10011.040689494357,0.32124866129122454,0.25,D,63,j
10106.987474038158,0.3212870940963308,0.25,D,64,j
9944.111298986632,0.31880921261421424,0.25,D,65,j
9667.000765975223,0.3272181163763016,0.25,D,66,j
9612.119529100471,0.32037080759136677,0.25,D,67,j
9976.134040713441,0.31540536749699916,0.25,D,68,j
10249.715735390315,0.31609382470763575,0.25,D,69,j
12029.076387651083,0.31592475375419976,0.125,D,70,j
12340.246438466209,0.32378745387901353,0.125,D,71,j
12560.98042647413,0.31799220089081087,0.125,D,72,j
12224.674124621686,0.32062753445279857,0.125,D,73,j
11950.824226352031,0.3233543303094283,0.125,D,74,j
11902.133423136069,0.32246923764615154,0.125,D,75,j
11401.367601985628,0.3238486927462377,0.125,D,76,j
11861.680164138663,0.32063824854900097,0.125,D,77,j
12503.401433842046,0.32787694839536424,0.125,D,78,j
11436.965406666364,0.3247047715273454,0.125,D,79,j
9594.581071617595,0.3251501160828673,0.25,E,80,j
10097.111002071455,0.31797268392211137,0.25,E,81,j
10075.077842795245,0.3196868323805625,0.25,E,82,j
10251.283758804346,0.3200741477791302,0.25,E,83,j
9711.250903992392,0.3219948344530305,0.25,E,84,j
10047.427481385408,0.3237117113121224,0.25,E,85,j
9708.245284165485,0.3208729150277885,0.25,E,86,j
9814.148977324941,0.3184836453354282,0.25,E,87,j
10227.785847604337,0.32364560881983717,0.25,E,88,j
10448.938877341858,0.32157372213902363,0.25,E,89,j
12377.523082365364,0.3192336881697961,0.125,E,90,j
11578.90481206872,0.3171175062651697,0.125,E,91,j
11756.039909916028,0.310407644969651,0.125,E,92,j
11762.92805628344,0.32476501138030917,0.125,E,93,j
11985.11780564088,0.32445720738558526,0.125,E,94,j
11813.338747171358,0.3196178288086265,0.125,E,95,j
11586.659071213897,0.3190162504583393,0.125,E,96,j
12061.122317963891,0.32276440909061904,0.125,E,97,j
11638.987783936582,0.32195638149390704,0.125,E,98,j
11060.60242500894,0.3212250496358192,0.125,E,99,j
10123.359737258554,0.3173096212149948,0.25,F,100,j
10253.845389425454,0.31332934588247263,0.25,F,101,j
10478.102669150427,0.3201891017192882,0.25,F,102,j
9846.851358975737,0.31938554697633287,0.25,F,103,j
9603.398961435556,0.3195531469191252,0.25,F,104,j
10652.707321158558,0.3221703715921219,0.25,F,105,j
10067.056793416505,0.3196819805965594,0.25,F,106,j
9319.544337798123,0.3209869270335214,0.25,F,107,j
10223.835258986606,0.31958810898602397,0.25,F,108,j
9992.89182587664,0.3219759746240263,0.25,F,109,j
11539.759342695445,0.3208706070442955,0.125,F,110,j
12199.704130164233,0.3128040999458513,0.125,F,111,j
12174.337440188272,0.325403969390842,0.125,F,112,j
11313.012244083178,0.3195631760172955,0.125,F,113,j
11785.610826673766,0.32096882937351395,0.125,F,114,j
11929.785963606988,0.3191357078807896,0.125,F,115,j
11684.59781322019,0.32073010845446726,0.125,F,116,j
11615.667530817384,0.3259407230750554,0.125,F,117,j
12242.031980611513,0.3162387269798415,0.125,F,118,j
12089.38057017568,0.3241861055198856,0.125,F,119,j
10346.660794787349,0.32055430302228105,0.25,A,0,k
9508.94620183584,0.3169644248375435,0.25,A,1,k
10118.373955943192,0.32310183456681374,0.25,A,2,k
9938.228900565011,0.3239957600821089,0.25,A,3,k
10115.09930258201,0.3171865241389247,0.25,A,4,k
10185.826265543927,0.31877176720421957,0.25,A,5,k
9874.279465406718,0.3225258630919349,0.25,A,6,k
10388.057756674116,0.31765313119597105,0.25,A,7,k
9700.51479645765,0.32082517819230305,0.25,A,8,k
10282.196810709775,0.3180888135344677,0.25,A,9,k
12234.158132708804,0.32012738928398243,0.125,A,10,k
11737.903162316567,0.3165153836071559,0.125,A,11,k
11649.945820538906,0.32818691969112856,0.125,A,12,k
12122.242764469576,0.320620739088044,0.125,A,13,k
12103.814004101661,0.3203213608739221,0.125,A,14,k
12326.815468713035,0.3227807679438613,0.125,A,15,k
11837.603239959932,0.3188153867139873,0.125,A,16,k
12473.239283287085,0.31869845689373655,0.125,A,17,k
12348.946590034637,0.3230552600122319,0.125,A,18,k
12076.990585915748,0.32456617262912574,0.125,A,19,k
9571.619046310072,0.31596024346948537,0.25,B,20,k
10202.658743602922,0.3239410427511865,0.25,B,21,k
9674.905147297814,0.3180824723505122,0.25,B,22,k
10140.537034921846,0.3168732944059372,0.25,B,23,k
10116.4756431057,0.3198848276410353,0.25,B,24,k
10237.027569333923,0.3201569616746055,0.25,B,25,k
9387.417439476461,0.3175646860673498,0.25,B,26,k
10381.780583573382,0.31625317345585213,0.25,B,27,k
10136.730866243575,0.3165173993849967,0.25,B,28,k
9492.333505606699,0.317047534331247,0.25,B,29,k
11931.882031022278,0.32372707829834785,0.125,B,30,k
12828.006536356539,0.3198088510416801,0.125,B,31,k
12156.817623091743,0.3211098025766725,0.125,B,32,k
11918.793368663886,0.31620776567977754,0.125,B,33,k
11174.86574007155,0.3211129674343139,0.125,B,34,k
12841.03547726579,0.3213970298312094,0.125,B,35,k
12372.97906277776,0.3193759260398584,0.125,B,36,k
